Time, Quantity,Prototype
0,1000.0,EnrichmentFacility
1,966.9420009802518,EnrichmentFacility
2,1933.4543360386651,EnrichmentFacility
3,2901.08126936508,EnrichmentFacility
4,4083.7649727248295,EnrichmentFacility
5,5083.76497272483,EnrichmentFacility
6,6083.76497272483,EnrichmentFacility
7,6959.002278091945,EnrichmentFacility
8,7926.240789560702,EnrichmentFacility
9,8892.665546306496,EnrichmentFacility
10,9860.017468616914,EnrichmentFacility
11,10827.066976243741,EnrichmentFacility
12,11795.03324595587,EnrichmentFacility
13,12761.728474269225,EnrichmentFacility
14,13727.658400296294,EnrichmentFacility
15,14694.131558071163,EnrichmentFacility
16,15661.483480381581,EnrichmentFacility
17,16627.89323943923,EnrichmentFacility
18,17595.180046046058,EnrichmentFacility
19,18561.46761964992,EnrichmentFacility
20,19528.819541960336,EnrichmentFacility
21,20496.46547840888,EnrichmentFacility
22,21463.52695437354,EnrichmentFacility
23,22430.878876683957,EnrichmentFacility
24,23397.263196686174,EnrichmentFacility
25,24363.414045213398,EnrichmentFacility
26,25329.98215708947,EnrichmentFacility
27,26296.483610838673,EnrichmentFacility
28,27263.83553314909,EnrichmentFacility
29,28230.092142803507,EnrichmentFacility
30,29197.149405644926,EnrichmentFacility
31,30164.16092971755,EnrichmentFacility
32,31131.09796083306,EnrichmentFacility
33,32097.68697297028,EnrichmentFacility
34,33064.92173983736,EnrichmentFacility
35,34031.50136774006,EnrichmentFacility
36,34998.833046923995,EnrichmentFacility
37,35965.778865125205,EnrichmentFacility
38,36933.13078743562,EnrichmentFacility
39,37900.57498408467,EnrichmentFacility
40,38868.61002340614,EnrichmentFacility
41,39835.41913140353,EnrichmentFacility
42,40802.467206846835,EnrichmentFacility
43,41769.81912915725,EnrichmentFacility
44,42737.17105146767,EnrichmentFacility
45,43703.97420258208,EnrichmentFacility
46,44670.48540700934,EnrichmentFacility
47,45636.89288348352,EnrichmentFacility
48,46604.065673462836,EnrichmentFacility
49,47570.7757254127,EnrichmentFacility
50,48538.41285201856,EnrichmentFacility
51,49505.30483597839,EnrichmentFacility
52,50473.13240648947,EnrichmentFacility
53,51440.48432879988,EnrichmentFacility
54,52407.529561402065,EnrichmentFacility
55,53374.76467913801,EnrichmentFacility
56,54342.0322182821,EnrichmentFacility
57,55308.45194688617,EnrichmentFacility
58,56275.25922263595,EnrichmentFacility
59,57242.648919956126,EnrichmentFacility
60,58210.04314483483,EnrichmentFacility
61,59176.71640303935,EnrichmentFacility
62,60143.641159891304,EnrichmentFacility
63,61111.38499129865,EnrichmentFacility
64,62078.612417596785,EnrichmentFacility
65,63046.10239922183,EnrichmentFacility
66,64013.68658024639,EnrichmentFacility
67,64981.0385025568,EnrichmentFacility
68,65947.42204542241,EnrichmentFacility
69,66914.45519275383,EnrichmentFacility
70,67881.17725956574,EnrichmentFacility
71,68847.15388419564,EnrichmentFacility
72,69813.23402979947,EnrichmentFacility
73,70780.03625486567,EnrichmentFacility
74,71747.3881771761,EnrichmentFacility
75,72714.74009948653,EnrichmentFacility
76,73681.07161086588,EnrichmentFacility
77,74647.8626186228,EnrichmentFacility
78,75615.21454093323,EnrichmentFacility
79,76581.99380819134,EnrichmentFacility
80,77549.34573050177,EnrichmentFacility
81,78516.4248738497,EnrichmentFacility
82,79483.93283744466,EnrichmentFacility
83,80450.19910985061,EnrichmentFacility
84,81417.55103216103,EnrichmentFacility
85,82384.68451259224,EnrichmentFacility
86,83350.88850240788,EnrichmentFacility
87,84317.63950229963,EnrichmentFacility
88,85284.99142461007,EnrichmentFacility
89,86252.5027463203,EnrichmentFacility
90,87219.85466863074,EnrichmentFacility
91,88186.57457270802,EnrichmentFacility
92,89155.12508026126,EnrichmentFacility
93,90122.47199007666,EnrichmentFacility
94,91088.74334914629,EnrichmentFacility
95,92056.14690754906,EnrichmentFacility
96,93022.54536653816,EnrichmentFacility
97,93989.97147687673,EnrichmentFacility
98,94956.7543247061,EnrichmentFacility
99,95923.12910229526,EnrichmentFacility
1,1000.0,Source
2,1000.0,Source
3,1000.0,Source
4,784.6682189506683,Source
5,752.0201412610862,Source
6,719.9565911184395,Source
7,810.908730156656,Source
8,810.908730156656,Source
9,810.908730156656,Source
10,810.908730156656,Source
11,810.908730156656,Source
12,810.908730156656,Source
13,810.908730156656,Source
