Time Quantity           
0    0                  
1    32.667754021431406 
2    66.51582526180493  
3    99.16481221493287  
4    131.4417264452632  
5    164.8559101482715  
6    198.1445852576573  
7    230.68342715069065 
8    264.17571228715326 
9    297.18309220022593 
10   330.1549796380464  
11   363.62429803167714 
12   396.8245410432727  
13   429.97187237105885 
14   461.7831452241761  
15   494.20680048976044 
16   528.0100559703201  
17   560.7499087601486  
18   593.7146590662593  
19   626.2331512052114  
20   660.0120579737729  
21   693.1543935086804  
22   726.018716360918   
23   758.9969998271108  
24   792.1558438170368  
25   824.3346790378243  
26   857.7773287619201  
27   890.4662617272404  
28   923.1598061670712  
29   956.4709485065081  
30   990.0374484695125  
31   1023.8407039246729 
32   1057.3027836271194 
33   1089.8562086134957 
34   1123.0535087679016 
35   1156.5590074788581 
36   1189.4903005747856 
37   1222.5585821028913 
38   1255.2835713784891 
39   1288.2103706497244 
40   1320.6972309163777 
41   1354.277620985707  
42   1387.189607730479  
43   1419.8242916233391 
44   1452.4586409233018 
45   1485.179478015619  
46   1517.9787356107188 
47   1550.3580891145155 
48   1583.943099669648  
49   1616.4014916082315 
50   1650.0366807293165 
51   1682.9433748660588 
52   1716.138410071104  
53   1748.2911925419603 
54   1780.4857790348158 
55   1813.3829358512592 
56   1847.3994008593368 
57   1880.3681470171755 
58   1914.211084057379  
59   1947.8584984252939 
60   1981.9020479911187 
61   2014.6667756732515 
62   2048.1821328851865 
63   2080.7690900622956 
64   2113.86848147645   
65   2148.1614830372964 
66   2180.511906792338  
67   2213.6675938087715 
68   2246.1873446525215 
69   2279.713073745567  
70   2313.228479973679  
71   2347.0927296636623 
72   2380.243183382345  
73   2413.495453176225  
74   2445.946428349399  
75   2478.9810679027905 
76   2511.558860713689  
77   2544.1660423734115 
78   2577.334190873129  
79   2611.318315313046  
80   2643.8999046977083 
81   2676.8997551719094 
82   2709.168935794577  
83   2741.79782603903   
84   2774.976040733276  
85   2808.3081357432966 
86   2841.3629132683004 
87   2874.1723758966127 
88   2906.621121098073  
89   2939.668924463793  
90   2971.7243064352224 
91   3004.983076676965  
92   3038.3055430511176 
93   3071.0338044346768 
94   3103.8773136882946 
95   3137.0751992773253 
96   3169.974749849532  
97   3202.9733639589854 
98   3235.781904829405  
99   3267.8457730050714 
