SimId                                AgentId Time Value                   
6c661ec4-3df7-492f-8dc4-7f329592975b 14      0    1.2882297539194267e-231 
6c661ec4-3df7-492f-8dc4-7f329592975b 14      1    198.34250320253068      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      2    225.55273690698482      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      3    246.9891468176486       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      4    169.27488062852353      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      5    361.50707465939354      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      6    244.67916732095728      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      7    225.6184924861716       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      8    240.08272035004006      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      9    144.07315495138823      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      10   245.56217646158098      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      11   147.9629974810971       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      12   242.1583098883291       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      13   317.56123684141176      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      14   192.05815905636302      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      15   172.7712790652672       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      16   245.46938255635132      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      17   229.01841850307983      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      18   128.7796655496677       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      19   155.12079910942123      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      20   140.88317772427217      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      21   228.08900509230068      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      22   224.2361196311956       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      23   189.25560720194653      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      24   204.31096297379167      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      25   217.60340158145004      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      26   165.94923911508465      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      27   307.4216371291475       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      28   303.7211677693979       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      29   311.96606722939987      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      30   178.43074917320268      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      31   276.0326994649647       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      32   190.45076116736482      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      33   310.06137016022285      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      34   200.1935987165748       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      35   225.09997167902225      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      36   257.3241342819765       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      37   256.4451668193508       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      38   163.46355656646574      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      39   206.05076956260154      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      40   333.9956006076666       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      41   172.00927405291827      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      42   284.6970231439252       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      43   141.5787861591341       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      44   305.8212811898186       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      45   147.8628013355751       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      46   313.16575154624843      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      47   176.0479635541983       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      48   225.28646241406136      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      49   217.80206149607943      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      50   262.01248159363286      
6c661ec4-3df7-492f-8dc4-7f329592975b 14      51   209.0004936036089       
6c661ec4-3df7-492f-8dc4-7f329592975b 14      52   282.4084473055109       
