SimId                                ID  Time Natural_Uranium    SWU                
d1c2f229-79de-4b61-928e-77288e844679 14  1    246.56777043573072 216.8008402791918  
d1c2f229-79de-4b61-928e-77288e844679 14  2    184.40005099845547 144.83630162268253 
d1c2f229-79de-4b61-928e-77288e844679 14  3    299.47774067882784 281.9388469532196  
d1c2f229-79de-4b61-928e-77288e844679 14  4    312.28632682125    293.99729911033137 
d1c2f229-79de-4b61-928e-77288e844679 14  5    180.73153518237882 141.95488016771048 
d1c2f229-79de-4b61-928e-77288e844679 14  6    252.23642688044765 221.78514734534588 
d1c2f229-79de-4b61-928e-77288e844679 14  7    316.29871718342724 297.7747041010134  
d1c2f229-79de-4b61-928e-77288e844679 14  8    186.13551921099338 146.1994183687283  
d1c2f229-79de-4b61-928e-77288e844679 14  9    279.43001712049664 255.16476049447033 
d1c2f229-79de-4b61-928e-77288e844679 14  10   208.87969791322413 174.99080516271806 
d1c2f229-79de-4b61-928e-77288e844679 14  11   281.7666536372562  257.29848722614224 
d1c2f229-79de-4b61-928e-77288e844679 14  12   275.5799287828284  251.6490076820587  
d1c2f229-79de-4b61-928e-77288e844679 14  13   302.7772843361963  285.04515305838027 
d1c2f229-79de-4b61-928e-77288e844679 14  14   277.70240365895455 253.58717022809856 
d1c2f229-79de-4b61-928e-77288e844679 14  15   212.12906022184808 177.71298703262755 
d1c2f229-79de-4b61-928e-77288e844679 14  16   249.58510252737312 219.45390451266167 
d1c2f229-79de-4b61-928e-77288e844679 14  17   214.62248221961744 179.8018732545013  
d1c2f229-79de-4b61-928e-77288e844679 14  18   210.9739592173171  176.7452910006698  
d1c2f229-79de-4b61-928e-77288e844679 14  19   212.79622326826453 178.2719087460996  
d1c2f229-79de-4b61-928e-77288e844679 14  20   5.28308835640613   6.826353493326462  
d1c2f229-79de-4b61-928e-77288e844679 14  20   245.70708965242605 216.04406530936149 
d1c2f229-79de-4b61-928e-77288e844679 14  21   183.24009842908495 143.9252213963175  
d1c2f229-79de-4b61-928e-77288e844679 14  22   312.49846911967865 294.19701730933116 
d1c2f229-79de-4b61-928e-77288e844679 14  23   282.2564803713605  257.74577818857915 
d1c2f229-79de-4b61-928e-77288e844679 14  24   312.51637823503694 294.2138775785543  
d1c2f229-79de-4b61-928e-77288e844679 14  25   5.28308835640613   6.826353493326462  
d1c2f229-79de-4b61-928e-77288e844679 14  25   206.47793784229813 172.97870952672383 
d1c2f229-79de-4b61-928e-77288e844679 14  26   250.10894786993194 219.9145085496059  
d1c2f229-79de-4b61-928e-77288e844679 14  27   303.18248605895377 285.4266241695177  
d1c2f229-79de-4b61-928e-77288e844679 14  28   244.89646925649546 215.33130717931567 
d1c2f229-79de-4b61-928e-77288e844679 14  29   178.0370080534736  139.838474332357   
d1c2f229-79de-4b61-928e-77288e844679 14  30   5.28308835640613   6.826353493326462  
d1c2f229-79de-4b61-928e-77288e844679 14  30   308.22562457350557 290.17441161640795 
d1c2f229-79de-4b61-928e-77288e844679 14  31   246.41840375610852 216.6695059138176  
d1c2f229-79de-4b61-928e-77288e844679 14  32   279.40441661881414 255.14138309948748 
d1c2f229-79de-4b61-928e-77288e844679 14  33   214.84664375463967 179.98966655318895 
d1c2f229-79de-4b61-928e-77288e844679 14  34   181.00813950977584 142.17213795899693 
d1c2f229-79de-4b61-928e-77288e844679 14  35   5.28308835640613   6.826353493326462  
d1c2f229-79de-4b61-928e-77288e844679 14  35   274.2136929862224  250.40141362107556 
d1c2f229-79de-4b61-928e-77288e844679 14  36   312.5857593731647  294.2791954149975  
d1c2f229-79de-4b61-928e-77288e844679 14  37   271.8581179998006  248.25039300621484 
d1c2f229-79de-4b61-928e-77288e844679 14  38   241.8246992157683  212.63037702612837 
d1c2f229-79de-4b61-928e-77288e844679 14  39   311.1292033977908  292.9079425422831  
d1c2f229-79de-4b61-928e-77288e844679 14  40   5.28308835640613   6.826353493326462  
d1c2f229-79de-4b61-928e-77288e844679 14  40   244.90551645395254 215.33926215253655 
d1c2f229-79de-4b61-928e-77288e844679 14  41   239.68571852126323 210.74962508888166 
d1c2f229-79de-4b61-928e-77288e844679 14  42   242.11059294694147 212.88175619478193 
d1c2f229-79de-4b61-928e-77288e844679 14  43   274.63969066333334 250.7904183399362  
d1c2f229-79de-4b61-928e-77288e844679 14  44   281.4338423095846  256.9945767028912  
d1c2f229-79de-4b61-928e-77288e844679 14  45   5.283088356406131  6.826353493326462  
d1c2f229-79de-4b61-928e-77288e844679 14  45   244.15682718115207 214.68095850172153 
d1c2f229-79de-4b61-928e-77288e844679 14  46   183.6322663033664  144.2332481252614  
d1c2f229-79de-4b61-928e-77288e844679 14  47   182.82821003994374 143.6017052658093  
