SimId                                ID  Time Natural_Uranium    SWU                
d1c2f229-79de-4b61-928e-77288e844679 14  48   179.2077919241952  140.75806196216854 
d1c2f229-79de-4b61-928e-77288e844679 14  49   185.24713246132896 145.5016384574143  
d1c2f229-79de-4b61-928e-77288e844679 14  50   5.28308835640613   6.826353493326462  
d1c2f229-79de-4b61-928e-77288e844679 14  50   212.8824027445125  178.3441063607445  
d1c2f229-79de-4b61-928e-77288e844679 14  51   313.56028192795753 295.1966451219621  
d1c2f229-79de-4b61-928e-77288e844679 14  52   279.7564254100953  255.46282400925338 
d1c2f229-79de-4b61-928e-77288e844679 14  53   295.1110280409942  277.82787054710593 
d1c2f229-79de-4b61-928e-77288e844679 14  54   281.2386777725664  256.8163599427221  
d1c2f229-79de-4b61-928e-77288e844679 14  55   5.283088356406131  6.826353493326462  
d1c2f229-79de-4b61-928e-77288e844679 14  55   247.68019854034227 217.7789703381352  
d1c2f229-79de-4b61-928e-77288e844679 14  56   249.3600110976585  219.25598727872807 
d1c2f229-79de-4b61-928e-77288e844679 14  57   281.50330322694145 257.0580057450668  
d1c2f229-79de-4b61-928e-77288e844679 14  58   246.04689586547036 216.34284836762527 
d1c2f229-79de-4b61-928e-77288e844679 14  59   246.67975330844664 216.8993040032169  
d1c2f229-79de-4b61-928e-77288e844679 14  60   5.28308835640613   6.826353493326462  
d1c2f229-79de-4b61-928e-77288e844679 14  60   247.38686921212843 217.52105323598175 
d1c2f229-79de-4b61-928e-77288e844679 14  61   282.17664525718465 257.67287582827566 
d1c2f229-79de-4b61-928e-77288e844679 14  62   285.6626347828944  260.8561475883396  
d1c2f229-79de-4b61-928e-77288e844679 14  63   186.25731448323324 146.29508199078737 
d1c2f229-79de-4b61-928e-77288e844679 14  64   280.8702833265155  256.4799562822893  
d1c2f229-79de-4b61-928e-77288e844679 14  65   5.28308835640613   6.826353493326462  
d1c2f229-79de-4b61-928e-77288e844679 14  65   311.2742148908591  293.04446144702047 
d1c2f229-79de-4b61-928e-77288e844679 14  66   243.8672001709795  214.426296754722   
d1c2f229-79de-4b61-928e-77288e844679 14  67   249.65651757019253 219.51669796398892 
d1c2f229-79de-4b61-928e-77288e844679 14  68   250.23374266513378 220.0242374749007  
d1c2f229-79de-4b61-928e-77288e844679 14  69   218.51054302427232 183.05913041029612 
d1c2f229-79de-4b61-928e-77288e844679 14  70   5.28308835640613   6.826353493326462  
d1c2f229-79de-4b61-928e-77288e844679 14  70   184.36856988844931 144.81157490748046 
d1c2f229-79de-4b61-928e-77288e844679 14  71   250.24166204886035 220.0312007898683  
d1c2f229-79de-4b61-928e-77288e844679 14  72   216.21377597972173 181.13499360613378 
d1c2f229-79de-4b61-928e-77288e844679 14  73   316.7875544069435  298.23491260543733 
d1c2f229-79de-4b61-928e-77288e844679 14  74   213.14676698600522 178.5655798305802  
d1c2f229-79de-4b61-928e-77288e844679 14  75   5.28308835640613   6.826353493326462  
d1c2f229-79de-4b61-928e-77288e844679 14  75   307.31148514816294 289.31380870498197 
d1c2f229-79de-4b61-928e-77288e844679 14  76   275.190663869246   251.29354591217862 
d1c2f229-79de-4b61-928e-77288e844679 14  77   275.7908095545696  251.8415759042157  
d1c2f229-79de-4b61-928e-77288e844679 14  78   181.85278142640746 142.83555866163783 
d1c2f229-79de-4b61-928e-77288e844679 14  79   214.76493136916693 179.9212112831533  
d1c2f229-79de-4b61-928e-77288e844679 14  80   5.28308835640613   6.826353493326462  
d1c2f229-79de-4b61-928e-77288e844679 14  80   307.0041836708065  289.0245043179632  
d1c2f229-79de-4b61-928e-77288e844679 14  81   177.79374883252626 139.64740732501696 
d1c2f229-79de-4b61-928e-77288e844679 14  82   282.39676569406976 257.873881357805   
d1c2f229-79de-4b61-928e-77288e844679 14  83   284.3490872227066  259.65666640143195 
d1c2f229-79de-4b61-928e-77288e844679 14  84   182.5731187987166  143.4013448442388  
d1c2f229-79de-4b61-928e-77288e844679 14  85   5.28308835640613   6.826353493326462  
d1c2f229-79de-4b61-928e-77288e844679 14  85   214.70825218329742 179.8737277963885  
d1c2f229-79de-4b61-928e-77288e844679 14  86   283.63029207417435 259.00029027616824 
d1c2f229-79de-4b61-928e-77288e844679 14  87   242.0996834362275  212.87216373634487 
d1c2f229-79de-4b61-928e-77288e844679 14  88   177.77713504222297 139.63435808815166 
d1c2f229-79de-4b61-928e-77288e844679 14  89   316.8539316297493  298.29740245065705 
d1c2f229-79de-4b61-928e-77288e844679 14  90   5.283088356406131  6.826353493326462  
d1c2f229-79de-4b61-928e-77288e844679 14  90   276.565856532018   252.54931903936813 
d1c2f229-79de-4b61-928e-77288e844679 14  91   239.60310491900213 210.67698502583903 
d1c2f229-79de-4b61-928e-77288e844679 14  92   244.21075981847318 214.72838011351223 
d1c2f229-79de-4b61-928e-77288e844679 14  93   206.62400816132464 173.10108122197312 
d1c2f229-79de-4b61-928e-77288e844679 14  94   243.08594851849182 213.73936182227112 
d1c2f229-79de-4b61-928e-77288e844679 14  95   5.283088356406131  6.826353493326462  
d1c2f229-79de-4b61-928e-77288e844679 14  95   179.23612590299695 140.78031677542765 
d1c2f229-79de-4b61-928e-77288e844679 14  96   286.8454186726677  261.936220413231   
d1c2f229-79de-4b61-928e-77288e844679 14  97   278.58684754243717 254.39481041659792 
d1c2f229-79de-4b61-928e-77288e844679 14  98   247.482052839104   217.60474580566597 
d1c2f229-79de-4b61-928e-77288e844679 14  99   246.75189571158032 216.96273700417805 
