SimId                                AgentId Time Value                  
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      0    4.272430437557403e+180 
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      1    210.7687775027         
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      2    222.73659216791043     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      3    251.04416555687408     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      4    173.77528322571732     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      5    301.2061122599057      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      6    255.03073666948012     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      7    215.14055290407123     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      8    221.90366111845856     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      9    142.52460361769465     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      10   217.3226126809784      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      11   142.42436324840298     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      12   287.7194208884225      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      13   222.7748303627975      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      14   173.77582901943572     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      15   140.85585037563726     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      16   292.5681860362922      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      17   284.37044926105136     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      18   140.6987549373165      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      19   175.6374758261113      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      20   149.40828424293252     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      21   146.82226881583392     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      22   214.77350862359663     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      23   213.88270213932014     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      24   181.24863637472777     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      25   285.2060279393397      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      26   146.0544074778461      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      27   291.42258435113285     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      28   254.23085785409148     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      29   296.6894902791123      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      30   187.5270528292569      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      31   298.482842531253       
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      32   216.70566238699848     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      33   218.7833360506122      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      34   216.41745755462512     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      35   260.78996360836004     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      36   253.9651004670302      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      37   288.78692813880093     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      38   177.53726613710433     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      39   215.5344282592448      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      40   298.79889189602994     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      41   214.70629357720009     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      42   256.19200651097276     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      43   174.43048036466598     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      44   255.71796855672824     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      45   179.69472029808318     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      46   258.92525042733337     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      47   142.55125337715697     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      48   254.58069960328453     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      49   211.83904181136654     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      50   263.55650914507146     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      51   247.97273893029842     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      52   294.49726019558693     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      53   212.83039284020902     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      54   171.46303947216552     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      55   190.01420306234897     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      56   266.6183830421328      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      57   285.55434505383687     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      58   227.44982042612332     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      59   145.00965821720956     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      60   301.3451863028654      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      61   287.8346196985733      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      62   290.0764179205553      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      63   257.2492997222066      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      64   142.7850363856861      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      65   150.81285511357166     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      66   178.7809381043146      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      67   249.2514255516246      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      68   244.47070731397707     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      69   142.01100162568707     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      70   230.14117000463364     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      71   305.7057816309757      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      72   139.31407440599673     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      73   219.64938404173063     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      74   136.37453074359905     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      75   145.52461562750418     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      76   291.74251408052805     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      77   291.14242662300944     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      78   175.36244083144788     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      79   223.9132994096367      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      80   186.03275998627726     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      81   260.5087789966824      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      82   242.58701886033077     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      83   172.51134277022993     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      84   252.63584143124444     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      85   259.39362989000546     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      86   216.6150586689023      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      87   295.8853479693212      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      88   177.56739502934988     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      89   142.91833128118503     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      90   290.59269735421        
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      91   223.3713606034753      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      92   176.82974774926447     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      93   219.95836725715185     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      94   219.5814946079422      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      95   227.70822487246568     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      96   182.9953961839136      
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      97   255.55967025295945     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      98   220.49790538437196     
86faf4f4-4399-43e3-a16d-8e8256b2e525 14      99   173.15033626522063     
