SimId                                AgentId Time Value              
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      0    0                  
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      1    309.03788323357526 
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      2    223.69793437358476 
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      3    138.92481410438188 
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      4    172.57933190306767 
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      5    241.94170515644714 
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      6    266.7772377908502  
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      7    224.4205968210406  
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      8    173.8352020580826  
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      9    244.54536297143136 
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      10   231.5836631537968  
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      11   226.7572668905243  
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      12   305.01942094655055 
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      13   145.69874235094767 
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      14   308.74247266303655 
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      15   223.91301935577553 
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      16   214.21131324472526 
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      17   224.17773726411792 
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      18   268.4141188314238  
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      19   183.57293165667932 
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      20   277.2838199712014  
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      21   131.53784662979285 
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      22   301.6237281532783  
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      23   205.0548972833442  
dc4c8fe3-438e-4ded-beb0-275d3b099e30 14      24   188.75493817609652 
