SimId                                AgentID Time SampleLoc FalsePos FalseNeg PosSwipeFrac 
97474bbd-c257-4114-9d0c-fc278da0ae72 14      8    Cascade   0.3      0        0.3          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      12   Cascade   0.3      0        0.3          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      18   Cascade   0.4      0        0.4          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      19   Cascade   0.2      0        0.2          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      26   Cascade   0.4      0        0.4          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      37   Cascade   0.3      0        0.3          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      38   Cascade   0.3      0        0.3          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      39   Cascade   0.2      0        0.2          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      48   Cascade   0.3      0        0.3          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      51   Cascade   0.3      0        0.3          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      58   Cascade   0.5      0        0.5          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      72   Cascade   0.2      0        0.2          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      78   Cascade   0.3      0        0.3          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      86   Cascade   0        0.3      0.7          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      93   Cascade   0        0.1      0.9          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      94   Cascade   0        0.3      0.7          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      98   Cascade   0        0.2      0.8          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      107  Cascade   0        0.4      0.6          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      108  Cascade   0        0.4      0.6          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      113  Cascade   0        0.4      0.6          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      115  Cascade   0        0.5      0.5          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      116  Cascade   0        0.4      0.6          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      119  Cascade   0        0.3      0.7          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      142  Cascade   0        0.3      0.7          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      143  Cascade   0        0.2      0.8          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      145  Cascade   0        0.2      0.8          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      146  Cascade   0        0.3      0.7          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      152  Cascade   0        0.4      0.6          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      155  Cascade   0        0.6      0.4          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      163  Cascade   0        0.3      0.7          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      165  Cascade   0        0.3      0.7          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      167  Cascade   0        0.2      0.8          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      172  Cascade   0        0.5      0.5          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      180  Cascade   0        0.1      0.9          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      183  Cascade   0        0.3      0.7          
97474bbd-c257-4114-9d0c-fc278da0ae72 14      188  Cascade   0        0.2      0.8          
