Time Quantity           
0    0                  
1    33.17580345138426  
2    67.0238746917578   
3    100.9224105836052  
4    133.19932481393553 
5    165.87983631642877 
6    198.81204816919552 
7    232.30433330565813 
8    264.9048610473226  
9    298.10510405891813 
10   331.6676849678556  
11   364.5307937599837  
12   397.27520765609336 
13   430.239957962204   
14   463.4475716935656  
15   495.8984739996659  
16   528.7627968519035  
17   561.2520637649704  
18   594.6267799912646  
19   627.4042598407665  
20   660.7558318673903  
21   692.8519008372297  
22   726.171603658274   
23   759.0115782450579  
24   792.0315206714807  
25   824.6382923649707  
26   857.5502791097429  
27   890.4865576720451  
28   923.1209069720078  
29   956.2394813545121  
30   989.8244919096446  
31   1022.296804374315  
32   1055.7461511747765 
33   1088.9084846332446 
34   1122.0546420718863 
35   1154.2492285647418 
36   1186.2698411250185 
37   1219.9172554929335 
38   1252.2485843934799 
39   1285.0133120756127 
40   1317.6041720895507 
41   1350.1911292666596 
42   1383.5946707210753 
43   1417.168185820811  
44   1450.6939149138564 
45   1483.604940686759  
46   1517.2181871346882 
47   1549.0377640921645 
48   1581.2520048107583 
49   1614.035407708729  
50   1646.6425893684518 
51   1679.4857398977488 
52   1713.4698643376657 
53   1746.4530752803878 
54   1779.452925754589  
55   1812.1015602038735 
56   1844.7304504483263 
57   1877.542637636377  
58   1910.874732646398  
59   1943.8232473241071 
60   1975.8786292955367 
61   2009.1253502909806 
62   2041.0511707935216 
63   2074.501112580295  
64   2107.0187884557663 
65   2139.721526451847  
66   2172.739033204413  
67   2205.2371084773717 
68   2237.875463214164  
69   2271.2645690827476 
70   2304.9312335745412 
71   2337.775998120452  
72   2371.3550884058977 
73   2403.837735593434  
74   2435.4397233819445 
75   2470.043177153777  
76   2503.192402421637  
77   2537.236198977685  
78   2570.2448291355854 
79   2602.8175867750406 
80   2636.5961186527834 
81   2668.8687442180194 
82   2701.666497054081  
83   2734.790171428897  
84   2768.6735256132943 
85   2801.1754806212352 
86   2835.5274936453598 
87   2868.7331276086384 
88   2900.942600901737  
89   2934.093945419823  
90   2967.1287454673716 
91   3000.810956612617  
92   3034.21132346316   
93   3067.012366535777  
94   3099.9235574966388 
95   3133.559429243831  
96   3165.80876482562   
97   3198.1139039739915 
98   3230.9307238638503 
99   3263.46235355796   
